subj,mag,resp,model
1,-4,0.990342922235187,0.96125885755265
1,-3,0.9891190015462,0.970053037359255
1,-2,0.987245704776675,0.979543130512043
1,-1,0.982916517815537,0.989576372796972
1,0,0.996569136437761,1
1,1,1.00187861052277,1.01066124790709
1,2,1.00922210438001,1.02140735230419
1,3,1.01159648417398,1.03208554897727
1,4,1.00776871763297,1.04254307371228
2,-4,1.00523901245976,0.962356042599433
2,-3,1.00171861710078,0.970880657732333
2,-2,1.0016409337414,0.980115716951507
2,-1,1.00833305093493,0.989881928344787
2,0,1.00279315689085,1
2,1,1.000141039913,1.01029064000498
2,2,1.00860254019024,1.02057455644755
2,3,1.0039074899066,1.03067245741554
2,4,1.00272074772584,1.04040505099679
3,-4,1.01080390977639,0.962627326067399
3,-3,1.00608422741424,0.971744913258453
3,-2,1.00404912868169,0.981049736465711
3,-1,1.00460474017443,0.990486522956963
3,0,1.00236119055919,1
3,1,1.00649605969606,1.00953489486261
3,2,1.00817556674086,1.01903593481259
3,3,1.00853779314885,1.02844784711772
3,4,1.00774347927055,1.0377153590458
4,-4,0.978655811056443,0.967356773613664
4,-3,1.00117294911362,0.975247866907678
4,-2,0.99418312098264,0.983371331132043
4,-1,0.987040061165792,0.991648323193802
4,0,1.00131409423627,1
4,1,1.01920282870421,1.00834751845768
4,2,0.997801598488532,1.01661203547388
4,3,1.00941226899518,1.02471470795566
4,4,1.01333258524033,1.03257669281005
5,-4,0.970081165824601,0.955752833668002
5,-3,0.985371445015969,0.965927941795866
5,-2,0.981738048106311,0.976800266414903
5,-1,0.982496599535606,0.98821066624349
5,0,0.995173070088081,1
5,1,1.00386379869087,1.01200912640281
5,2,1.01187220388757,1.02407890417029
5,3,1.00127972497714,1.03605019202083
5,4,1.01878536728586,1.04776384867279
6,-4,0.986776222635455,0.962019395991244
6,-3,1.00309475366603,0.97111902740486
6,-2,0.993585600954354,0.98051017722231
6,-1,0.991122442254768,0.990151087426415
6,0,1.00443706879779,1
6,1,1.01341651577142,1.01001515692589
6,2,1.01502136990814,1.0201548001869
6,3,1.0212648957539,1.03037717176586
